arm,merge_id,scenario_id,file_path,merge_outcome,JoernDataFlowInterference,JoernUnresolvedReference,JoernInfiniteLoop,JoernInvalidLoopBounds,RM2RenameConflict,file_verdict,runtime_s
ctl,jboss-remoting_jboss-remoting__1f07248ce4,jboss-remoting_jboss-remoting__1f07248ce4__src_main_java_org_jboss_remoting3_remote_RemoteConnection.java,src/main/java/org/jboss/remoting3/remote/RemoteConnection.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,93.703
ctl,jcabi_jcabi-aspects__5780cbf85c,jcabi_jcabi-aspects__5780cbf85c__src_main_java_com_jcabi_aspects_aj_MethodCacher.java,src/main/java/com/jcabi/aspects/aj/MethodCacher.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,98.498
ctl,jcabi_jcabi-github__512102da91,jcabi_jcabi-github__512102da91__src_main_java_com_jcabi_github_RtReleaseAsset.java,src/main/java/com/jcabi/github/RtReleaseAsset.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,92.013
ctl,jdatepicker_jdatepicker__cc3905a9c7,jdatepicker_jdatepicker__cc3905a9c7__src_main_java_org_jdatepicker_impl_JDatePickerImpl.java,src/main/java/org/jdatepicker/impl/JDatePickerImpl.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,103.878
ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_ComponentTextDefaults.java,src/main/java/org/jdatepicker/ComponentTextDefaults.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,93.396
ctl,jdatepicker_jdatepicker__cc74e94ac3,jdatepicker_jdatepicker__cc74e94ac3__src_main_java_org_jdatepicker_JDatePanel.java,src/main/java/org/jdatepicker/JDatePanel.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,137.52
ctl,jdeparser_jdeparser2__1da0e2349a,jdeparser_jdeparser2__1da0e2349a__src_main_java_org_jboss_jdeparser_FormatPreferences.java,src/main/java/org/jboss/jdeparser/FormatPreferences.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.951
ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_main_java_hudson_tasks_Ant.java,src/main/java/hudson/tasks/Ant.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.451
ctl,jenkinsci_ant-plugin__7025e65f06,jenkinsci_ant-plugin__7025e65f06__src_test_java_hudson_tasks_AntTest.java,src/test/java/hudson/tasks/AntTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.917
ctl,jenkinsci_coverity-plugin__7ce14e1f97,jenkinsci_coverity-plugin__7ce14e1f97__src_test_java_jenkins_plugins_coverity_CoverityTool_CovBuildCommandTest.java,src/test/java/jenkins/plugins/coverity/CoverityTool/CovBuildCommandTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.033
ctl,jenkinsci_coverity-plugin__bd192d7108,jenkinsci_coverity-plugin__bd192d7108__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,src/main/java/jenkins/plugins/coverity/CoverityPublisher.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,77.418
ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CIMStream.java,src/main/java/jenkins/plugins/coverity/CIMStream.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,72.655
ctl,jenkinsci_coverity-plugin__db750a7a69,jenkinsci_coverity-plugin__db750a7a69__src_main_java_jenkins_plugins_coverity_CoverityPublisher.java,src/main/java/jenkins/plugins/coverity/CoverityPublisher.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,80.473
ctl,jenkinsci_credentials-plugin__ccd45a5263,jenkinsci_credentials-plugin__ccd45a5263__src_main_java_com_cloudbees_plugins_credentials_CredentialsSelectHelper.java,src/main/java/com/cloudbees/plugins/credentials/CredentialsSelectHelper.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,77.534
ctl,jenkinsci_email-ext-plugin__312def504a,jenkinsci_email-ext-plugin__312def504a__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherDescriptorJCasCTest.java,src/test/java/hudson/plugins/emailext/ExtendedEmailPublisherDescriptorJCasCTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.427
ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_main_java_hudson_plugins_emailext_EmailThrottler.java,src/main/java/hudson/plugins/emailext/EmailThrottler.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.678
ctl,jenkinsci_email-ext-plugin__9cc2357cac,jenkinsci_email-ext-plugin__9cc2357cac__src_test_java_hudson_plugins_emailext_ExtendedEmailPublisherTest.java,src/test/java/hudson/plugins/emailext/ExtendedEmailPublisherTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,88.967
ctl,jenkinsci_jira-plugin__09485920f4,jenkinsci_jira-plugin__09485920f4__src_main_java_hudson_plugins_jira_JiraSite.java,src/main/java/hudson/plugins/jira/JiraSite.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,82.136
ctl,jenkinsci_junit-plugin__2f4179baf2,jenkinsci_junit-plugin__2f4179baf2__src_main_java_hudson_tasks_junit_CaseResult.java,src/main/java/hudson/tasks/junit/CaseResult.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,75.318
ctl,jenkinsci_ldap-plugin__744083390f,jenkinsci_ldap-plugin__744083390f__src_main_java_hudson_security_LDAPSecurityRealm.java,src/main/java/hudson/security/LDAPSecurityRealm.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,99.148
ctl,jenkinsci_mailer-plugin__67ab48f1a6,jenkinsci_mailer-plugin__67ab48f1a6__src_test_java_hudson_tasks_MailerTest.java,src/test/java/hudson/tasks/MailerTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,77.549
ctl,jenkinsci_maven-hpi-plugin__cfbf819e58,jenkinsci_maven-hpi-plugin__cfbf819e58__src_main_java_org_jenkinsci_maven_plugins_hpi_RunMojo.java,src/main/java/org/jenkinsci/maven/plugins/hpi/RunMojo.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,83.342
ctl,jenkinsci_ui-samples-plugin__179ee92cdf,jenkinsci_ui-samples-plugin__179ee92cdf__src_main_java_jenkins_plugins_ui_samples_Select.java,src/main/java/jenkins/plugins/ui_samples/Select.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,72.809
ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_FunLib.java,src/de/uni_koblenz/jgralab/greql2/funlib/FunLib.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,86.682
ctl,jgralab_jgralab__d631209030,jgralab_jgralab__d631209030__src_de_uni_koblenz_jgralab_greql2_funlib_schema_HasType.java,src/de/uni_koblenz/jgralab/greql2/funlib/schema/HasType.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.575
ctl,jmetal_jmetal__4edc74bc22,jmetal_jmetal__4edc74bc22__jmetal-lab_src_main_java_org_uma_jmetal_lab_experiment_studies_PPSN20203DStudy.java,jmetal-lab/src/main/java/org/uma/jmetal/lab/experiment/studies/PPSN20203DStudy.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,75.399
ctl,jmetal_jmetal__d8ececa506,jmetal_jmetal__d8ececa506__jmetal-exec_src_main_java_org_uma_jmetal_runner_multiobjective_WASFGAMeasuresRunner.java,jmetal-exec/src/main/java/org/uma/jmetal/runner/multiobjective/WASFGAMeasuresRunner.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,75.147
ctl,jparsec_jparsec__a1fac0af65,jparsec_jparsec__a1fac0af65__jparsec_src_main_java_org_codehaus_jparsec_ScannerState.java,jparsec/src/main/java/org/codehaus/jparsec/ScannerState.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,85.953
ctl,jri_deepamehta__03658cb2e9,jri_deepamehta__03658cb2e9__modules_dm4-geomaps_src_main_java_de_deepamehta_plugins_geomaps_GeomapsPlugin.java,modules/dm4-geomaps/src/main/java/de/deepamehta/plugins/geomaps/GeomapsPlugin.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,79.415
ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__src_org_jruby_util_ByteList.java,src/org/jruby/util/ByteList.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,77.938
ctl,jruby_bytelist__989a36efd0,jruby_bytelist__989a36efd0__test_org_jruby_util_ByteListTest.java,test/org/jruby/util/ByteListTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,72.833
ctl,jsprit_jsprit__7834e66d7c,jsprit_jsprit__7834e66d7c__jsprit-io_src_main_java_com_graphhopper_jsprit_io_algorithm_VehicleRoutingAlgorithms.java,jsprit-io/src/main/java/com/graphhopper/jsprit/io/algorithm/VehicleRoutingAlgorithms.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,79.818
ctl,jsprit_jsprit__a6726537e9,jsprit_jsprit__a6726537e9__jsprit-core_src_test_java_jsprit_core_problem_vehicle_VehicleImplTest.java,jsprit-core/src/test/java/jsprit/core/problem/vehicle/VehicleImplTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.431
ctl,julianhyde_linq4j__c0f3b4a744,julianhyde_linq4j__c0f3b4a744__src_main_java_net_hydromatic_linq4j_QueryableFactory.java,src/main/java/net/hydromatic/linq4j/QueryableFactory.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.616
ctl,julianhyde_linq4j__c0f3b4a744,julianhyde_linq4j__c0f3b4a744__src_main_java_net_hydromatic_linq4j_QueryableRecorder.java,src/main/java/net/hydromatic/linq4j/QueryableRecorder.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,78.364
ctl,julietkilo_canbabel__ea550c2876,julietkilo_canbabel__ea550c2876__src_main_java_com_github_canbabel_canio_dbc_DbcReader.java,src/main/java/com/github/canbabel/canio/dbc/DbcReader.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,76.373
ctl,kevinbayes_vest__3209c8480f,kevinbayes_vest__3209c8480f__src_main_java_me_bayes_vertx_vest_VestApplication.java,src/main/java/me/bayes/vertx/vest/VestApplication.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.132
ctl,khmarbaise_iterator-maven-plugin__99d1681276,khmarbaise_iterator-maven-plugin__99d1681276__src_main_java_com_soebes_maven_plugins_iterator_IteratorMojo.java,src/main/java/com/soebes/maven/plugins/iterator/IteratorMojo.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.461
ctl,killbilling_recurly-java-library__fafb064903,killbilling_recurly-java-library__fafb064903__src_main_java_com_ning_billing_recurly_model_RecurlyObject.java,src/main/java/com/ning/billing/recurly/model/RecurlyObject.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.661
ctl,killme2008_aviator__eb6c698603,killme2008_aviator__eb6c698603__src_main_java_com_googlecode_aviator_utils_Env.java,src/main/java/com/googlecode/aviator/utils/Env.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.719
ctl,kohsuke_github-api__432585cb75,kohsuke_github-api__432585cb75__src_main_java_org_kohsuke_github_GitHub.java,src/main/java/org/kohsuke/github/GitHub.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,74.437
ctl,kohsuke_github-api__432585cb75,kohsuke_github-api__432585cb75__src_test_java_org_kohsuke_github_GitHubTest.java,src/test/java/org/kohsuke/github/GitHubTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.394
ctl,kohsuke_github-api__5ea8638369,kohsuke_github-api__5ea8638369__src_test_java_org_kohsuke_github_GHRepositoryTest.java,src/test/java/org/kohsuke/github/GHRepositoryTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,77.282
ctl,kohsuke_github-api__f6674a9aef,kohsuke_github-api__f6674a9aef__src_main_java_org_kohsuke_github_GHWorkflowJob.java,src/main/java/org/kohsuke/github/GHWorkflowJob.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.474
ctl,kongchen_swagger-maven-plugin__335021b217,kongchen_swagger-maven-plugin__335021b217__src_main_java_com_github_kongchen_swagger_docgen_mustache_MustacheDocument.java,src/main/java/com/github/kongchen/swagger/docgen/mustache/MustacheDocument.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.808
ctl,kongchen_swagger-maven-plugin__335021b217,kongchen_swagger-maven-plugin__335021b217__src_main_java_com_github_kongchen_swagger_docgen_mustache_OutputTemplate.java,src/main/java/com/github/kongchen/swagger/docgen/mustache/OutputTemplate.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.272
ctl,kongchen_swagger-maven-plugin__5060afbf1d,kongchen_swagger-maven-plugin__5060afbf1d__src_main_java_com_github_kongchen_swagger_docgen_AbstractDocumentSource.java,src/main/java/com/github/kongchen/swagger/docgen/AbstractDocumentSource.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.701
ctl,kongchen_swagger-maven-plugin__5060afbf1d,kongchen_swagger-maven-plugin__5060afbf1d__src_test_java_com_github_kongchen_smp_integration_SwaggerMavenPluginTest.java,src/test/java/com/github/kongchen/smp/integration/SwaggerMavenPluginTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.467
ctl,koraktor_steam-condenser-java__81c376e088,koraktor_steam-condenser-java__81c376e088__src_main_java_com_github_koraktor_steamcondenser_steam_community_SteamId.java,src/main/java/com/github/koraktor/steamcondenser/steam/community/SteamId.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.548
ctl,kvladislav_ticketmanager__0ffb612f18,kvladislav_ticketmanager__0ffb612f18__src_main_java_org_JavaArt_TicketManager_controllers_EventsController.java,src/main/java/org/JavaArt/TicketManager/controllers/EventsController.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,75.059
ctl,lemire_javaewah__5829fc009b,lemire_javaewah__5829fc009b__src_main_java_com_googlecode_javaewah_IteratorAggregation.java,src/main/java/com/googlecode/javaewah/IteratorAggregation.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.619
ctl,linkedin_camus__288c5aae77,linkedin_camus__288c5aae77__camus-etl-kafka_src_test_java_com_linkedin_camus_etl_kafka_CamusJobTestWithMock.java,camus-etl-kafka/src/test/java/com/linkedin/camus/etl/kafka/CamusJobTestWithMock.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.226
ctl,linkedin_camus__fd747243ca,linkedin_camus__fd747243ca__camus-etl-kafka_src_main_java_com_linkedin_camus_etl_kafka_mapred_EtlInputFormat.java,camus-etl-kafka/src/main/java/com/linkedin/camus/etl/kafka/mapred/EtlInputFormat.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.216
ctl,lwhite1_tablesaw__86cd643c39,lwhite1_tablesaw__86cd643c39__src_main_java_com_github_lwhite1_tablesaw_io_csv_CsvReader.java,src/main/java/com/github/lwhite1/tablesaw/io/csv/CsvReader.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.136
ctl,lyncode_xoai__dc7a68da97,lyncode_xoai__dc7a68da97__xoai-service-provider_src_main_java_org_dspace_xoai_serviceprovider_client_HttpOAIClient.java,xoai-service-provider/src/main/java/org/dspace/xoai/serviceprovider/client/HttpOAIClient.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.432
ctl,mambu-gmbh_mambu-apis-java__9975c4d9e5,mambu-gmbh_mambu-apis-java__9975c4d9e5__src_demo_DemoTestLoanService.java,src/demo/DemoTestLoanService.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,81.883
ctl,marginallyclever_makelangelo__bfbac0b14d,marginallyclever_makelangelo__bfbac0b14d__src_main_java_com_marginallyclever_makelangelo_Makelangelo.java,src/main/java/com/marginallyclever/makelangelo/Makelangelo.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,76.22
ctl,marloncarvalho_aliendroid-activerecord__f03a2f645f,marloncarvalho_aliendroid-activerecord__f03a2f645f__src_main_java_org_alienlabs_aliendroid_activerecord_Model.java,src/main/java/org/alienlabs/aliendroid/activerecord/Model.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.212
ctl,maven-nar_nar-maven-plugin__00d2e833de,maven-nar_nar-maven-plugin__00d2e833de__src_main_java_com_github_maven_nar_AbstractNarMojo.java,src/main/java/com/github/maven_nar/AbstractNarMojo.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.018
ctl,maven-nar_nar-maven-plugin__bd5a26aed9,maven-nar_nar-maven-plugin__bd5a26aed9__src_main_java_com_github_maven_nar_AbstractNarMojo.java,src/main/java/com/github/maven_nar/AbstractNarMojo.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.295
ctl,maven-nar_nar-maven-plugin__bd5a26aed9,maven-nar_nar-maven-plugin__bd5a26aed9__src_main_java_com_github_maven_nar_Msvc.java,src/main/java/com/github/maven_nar/Msvc.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.984
ctl,maxmind_geoip-api-java__3c90dc1bd7,maxmind_geoip-api-java__3c90dc1bd7__src_main_java_com_maxmind_geoip_LookupService.java,src/main/java/com/maxmind/geoip/LookupService.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,72.963
ctl,mbosecke_pebble__22c0075ed2,mbosecke_pebble__22c0075ed2__src_main_java_com_mitchellbosecke_pebble_template_EvaluationContext.java,src/main/java/com/mitchellbosecke/pebble/template/EvaluationContext.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.752
ctl,medcl_elasticsearch-analysis-ik__8c50edf0e0,medcl_elasticsearch-analysis-ik__8c50edf0e0__src_main_java_org_wltea_analyzer_help_Sleep.java,src/main/java/org/wltea/analyzer/help/Sleep.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.067
ctl,medcl_elasticsearch-analysis-pinyin__acdd6eff2a,medcl_elasticsearch-analysis-pinyin__acdd6eff2a__src_main_java_org_elasticsearch_index_analysis_PinyinTokenFilter.java,src/main/java/org/elasticsearch/index/analysis/PinyinTokenFilter.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,70.821
ctl,medcl_elasticsearch-analysis-pinyin__acdd6eff2a,medcl_elasticsearch-analysis-pinyin__acdd6eff2a__src_main_java_org_elasticsearch_index_analysis_PinyinTokenizer.java,src/main/java/org/elasticsearch/index/analysis/PinyinTokenizer.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.301
ctl,mercadopago_sdk-java__540cfa9763,mercadopago_sdk-java__540cfa9763__src_test_java_com_mercadopago_BaseClientIT.java,src/test/java/com/mercadopago/BaseClientIT.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,63.812
ctl,mercadopago_sdk-java__540cfa9763,mercadopago_sdk-java__540cfa9763__src_test_java_com_mercadopago_client_cardtoken_CardTokenClientIT.java,src/test/java/com/mercadopago/client/cardtoken/CardTokenClientIT.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,65.17
ctl,mlaccetti_javapns__21e9ae8885,mlaccetti_javapns__21e9ae8885__src_main_java_javapns_notification_transmission_NotificationThreads.java,src/main/java/javapns/notification/transmission/NotificationThreads.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.628
ctl,mmazi_rescu__efdd938e7a,mmazi_rescu__efdd938e7a__src_test_java_si_mazi_rescu_RestInvocationHandlerTest.java,src/test/java/si/mazi/rescu/RestInvocationHandlerTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.274
ctl,mongobee_mongobee__abf507930c,mongobee_mongobee__abf507930c__src_main_java_com_github_mongobee_Mongobee.java,src/main/java/com/github/mongobee/Mongobee.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.587
ctl,mongobee_mongobee__abf507930c,mongobee_mongobee__abf507930c__src_main_java_com_github_mongobee_dao_ChangeEntryDao.java,src/main/java/com/github/mongobee/dao/ChangeEntryDao.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.921
ctl,mongobee_mongobee__ac5bd40a5a,mongobee_mongobee__ac5bd40a5a__src_main_java_com_github_mongobee_Mongobee.java,src/main/java/com/github/mongobee/Mongobee.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,67.384
ctl,movsim_movsim__393a33e6d0,movsim_movsim__393a33e6d0__core_src_main_java_org_movsim_simulator_vehicles_Vehicle.java,core/src/main/java/org/movsim/simulator/vehicles/Vehicle.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,71.78
ctl,mrcookieslime_slimefun-3.0__6a34470b47,mrcookieslime_slimefun-3.0__6a34470b47__src_main_java_io_github_thebusybiscuit_slimefun4_api_items_SlimefunItem.java,src/main/java/io/github/thebusybiscuit/slimefun4/api/items/SlimefunItem.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,72.156
ctl,mtedone_podam__1075ffea79,mtedone_podam__1075ffea79__src_main_java_uk_co_jemos_podam_api_PodamFactoryImpl.java,src/main/java/uk/co/jemos/podam/api/PodamFactoryImpl.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,FLAG,FLAG,113.682
ctl,mtedone_podam__1075ffea79,mtedone_podam__1075ffea79__src_test_java_uk_co_jemos_podam_test_unit_pdm3_Pdm3PojoUnitTest.java,src/test/java/uk/co/jemos/podam/test/unit/pdm3/Pdm3PojoUnitTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.453
ctl,mycila_license-maven-plugin__b28809b593,mycila_license-maven-plugin__b28809b593__license-maven-plugin_src_main_java_com_mycila_maven_plugin_license_header_HeaderParser.java,license-maven-plugin/src/main/java/com/mycila/maven/plugin/license/header/HeaderParser.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.707
ctl,mycila_license-maven-plugin__b28809b593,mycila_license-maven-plugin__b28809b593__license-maven-plugin_src_test_java_com_mycila_maven_plugin_license_UpdateMojoTest.java,license-maven-plugin/src/test/java/com/mycila/maven/plugin/license/UpdateMojoTest.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.772
ctl,mycila_license-maven-plugin__d3bf529757,mycila_license-maven-plugin__d3bf529757__license-maven-plugin-git_src_main_java_com_mycila_maven_plugin_license_git_GitLookup.java,license-maven-plugin-git/src/main/java/com/mycila/maven/plugin/license/git/GitLookup.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,68.14
ctl,named-data_jndn__320742aa20,named-data_jndn__320742aa20__src_net_named_data_jndn_Data.java,src/net/named_data/jndn/Data.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.95
ctl,named-data_jndn__320742aa20,named-data_jndn__320742aa20__src_net_named_data_jndn_Node.java,src/net/named_data/jndn/Node.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,73.175
ctl,nysenate_openlegislation__8645aab4d6,nysenate_openlegislation__8645aab4d6__src_main_java_gov_nysenate_openleg_controller_api_bill_BillGetCtrl.java,src/main/java/gov/nysenate/openleg/controller/api/bill/BillGetCtrl.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,66.192
ctl,omnifaces_omnifaces__2e8d3a4ee3,omnifaces_omnifaces__2e8d3a4ee3__src_main_java_org_omnifaces_util_Components.java,src/main/java/org/omnifaces/util/Components.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.381
ctl,openhft_chronicle-bytes__dc67904a63,openhft_chronicle-bytes__dc67904a63__src_main_java_net_openhft_chronicle_bytes_Bytes.java,src/main/java/net/openhft/chronicle/bytes/Bytes.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,69.516
ctl,openhft_chronicle-bytes__dc67904a63,openhft_chronicle-bytes__dc67904a63__src_test_java_net_openhft_chronicle_bytes_BytesJavaDocComplianceTest.java,src/test/java/net/openhft/chronicle/bytes/BytesJavaDocComplianceTest.java,conflict,,,,,,DIVERGED,0.305
ctl,openhft_chronicle-threads__8b940638d7,openhft_chronicle-threads__8b940638d7__src_main_java_net_openhft_chronicle_threads_MonitorEventLoop.java,src/main/java/net/openhft/chronicle/threads/MonitorEventLoop.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,64.472
ctl,openpnp_openpnp__17a7443913,openpnp_openpnp__17a7443913__src_main_java_org_openpnp_gui_importer_EagleBoardImporter.java,src/main/java/org/openpnp/gui/importer/EagleBoardImporter.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,83.96
ctl,openpnp_openpnp__99835c7c58,openpnp_openpnp__99835c7c58__src_main_java_org_openpnp_gui_JobPanel.java,src/main/java/org/openpnp/gui/JobPanel.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,112.11
ctl,openpnp_openpnp__99835c7c58,openpnp_openpnp__99835c7c58__src_main_java_org_openpnp_gui_support_Icons.java,src/main/java/org/openpnp/gui/support/Icons.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,62.826
ctl,openpnp_openpnp__e8a35b8e6f,openpnp_openpnp__e8a35b8e6f__src_main_java_org_openpnp_gui_importer_EagleBoardImporter.java,src/main/java/org/openpnp/gui/importer/EagleBoardImporter.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,79.657
ctl,openskynetwork_java-adsb__14f216cddf,openskynetwork_java-adsb__14f216cddf__src_main_java_org_opensky_libadsb_Decoder.java,src/main/java/org/opensky/libadsb/Decoder.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,63.513
ctl,outbrain_ob1k__8b2c257efe,outbrain_ob1k__8b2c257efe__ob1k-example_src_main_java_com_outbrain_ob1k_example_hello_server_HelloServer.java,ob1k-example/src/main/java/com/outbrain/ob1k/example/hello/server/HelloServer.java,clean,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,63.475
