arm,merge_id,scenario_id,outcome,reject_reason,classification,oracle,source
ctl,socialsensor_graphdb-benchmarks__87e995db56,socialsensor_graphdb-benchmarks__87e995db56__src_main_java_eu_socialsensor_graphdatabases_Neo4jGraphDatabase.java,clean,,TP,test-label,driver-git
ctl,socialsensor_graphdb-benchmarks__87e995db56,socialsensor_graphdb-benchmarks__87e995db56__src_main_java_eu_socialsensor_graphdatabases_TitanGraphDatabase.java,clean,,TP,test-label,driver-git
ctl,square_javapoet__c0f4a89bc0,square_javapoet__c0f4a89bc0__src_main_java_com_squareup_javawriter_JavaWriter.java,clean,,TP,test-label,driver-mergiraf
ctl,square_javapoet__c0f4a89bc0,square_javapoet__c0f4a89bc0__src_test_java_com_squareup_javawriter_JavaWriterTest.java,clean,,TP,test-label,driver-git
ctl,srt_asterisk-java__99ba7cc5bd,srt_asterisk-java__99ba7cc5bd__src_main_java_org_asteriskjava_live_internal_AsteriskServerImpl.java,clean,,TP,test-label,driver-mergiraf
ctl,steveice10_mcprotocollib__ba0c6af56c,steveice10_mcprotocollib__ba0c6af56c__src_main_java_com_github_steveice10_mc_protocol_MinecraftConstants.java,conflict,textual,TN,dev-match,driver-mergiraf
ctl,structr_structr__b0df448496,structr_structr__b0df448496__structr-core_src_main_java_org_structr_common_SecurityContext.java,clean,,TP,test-label,driver-git
ctl,swagger-api_swagger-parser__2316e42a34,swagger-api_swagger-parser__2316e42a34__modules_swagger-parser_src_test_java_io_swagger_parser_OpenAPIParserTest.java,clean,,TP,test-label,driver-git
ctl,synbiodex_libsbolj__0ceaff01a9,synbiodex_libsbolj__0ceaff01a9__core2_src_main_java_org_sbolstandard_core2_SBOLDocument.java,clean,,TP,test-label,driver-git
ctl,syncleus_ferma__dc1fdab4a2,syncleus_ferma__dc1fdab4a2__totorom-tinkerpop2_src_main_java_org_jglue_totorom_FramedGraph.java,clean,,TP,test-label,driver-git
ctl,t-oster_liblasercut__f64046a00a,t-oster_liblasercut__f64046a00a__src_main_java_de_thomas_oster_liblasercut_drivers_GenericGcodeDriver.java,clean,,TP,test-label,driver-mergiraf
ctl,tabulapdf_tabula-java__c603b0f4aa,tabulapdf_tabula-java__c603b0f4aa__src_main_java_technology_tabula_ObjectExtractorStreamEngine.java,clean,,TP,test-label,driver-git
ctl,techblue_alfresco-restclient__8e71d5b8d7,techblue_alfresco-restclient__8e71d5b8d7__src_test_java_uk_co_techblue_alfresco_client_test_AlfrescoServiceTest.java,clean,,TP,test-label,driver-git
ctl,teknux-org_jetty-bootstrap__993299fa8b,teknux-org_jetty-bootstrap__993299fa8b__src_main_java_org_genux_jettybootstrap_JettyBootstrap.java,clean,,TP,test-label,driver-mergiraf
ctl,teknux-org_jetty-bootstrap__993299fa8b,teknux-org_jetty-bootstrap__993299fa8b__src_main_java_org_genux_jettybootstrap_configuration_JettyConfiguration.java,clean,,TP,test-label,driver-git
ctl,threeten_threeten-extra__419518c223,threeten_threeten-extra__419518c223__src_main_java_org_threeten_extra_chrono_Symmetry010Date.java,clean,,TP,test-label,driver-git
ctl,threeten_threeten-extra__419518c223,threeten_threeten-extra__419518c223__src_test_java_org_threeten_extra_chrono_TestSymmetry010Chronology.java,clean,,TP,test-label,driver-git
ctl,threeten_threeten-extra__f0bf686f17,threeten_threeten-extra__f0bf686f17__src_main_java_org_threeten_extra_scale_UtcInstant.java,clean,,TP,test-label,driver-git
ctl,titokone_titokone__b4ac484b6a,titokone_titokone__b4ac484b6a__src_main_java_fi_helsinki_cs_titokone_Compiler.java,clean,,TP,test-label,driver-git
ctl,tkelley-eg_collectd-fast-jmx__558343d132,tkelley-eg_collectd-fast-jmx__558343d132__src_main_java_org_collectd_AttributePermutation.java,clean,,TP,test-label,driver-git
ctl,tupilabs_tap4j__99628e2c44,tupilabs_tap4j__99628e2c44__tap4j-ext_src_main_java_org_tap4j_ext_junit_listener_TapListener.java,clean,,TP,test-label,driver-mergiraf
ctl,uklimaschewski_evalex__15aa26eab7,uklimaschewski_evalex__15aa26eab7__src_com_udojava_evalex_Expression.java,clean,,TP,test-label,driver-mergiraf
ctl,unitsofmeasurement_uom-se__c2ae9d4caa,unitsofmeasurement_uom-se__c2ae9d4caa__src_main_java_tec_uom_se_AbstractUnit.java,clean,,TP,test-label,driver-mergiraf
ctl,unitsofmeasurement_uom-se__c2ae9d4caa,unitsofmeasurement_uom-se__c2ae9d4caa__src_main_java_tec_uom_se_format_SimpleUnitFormat.java,clean,,TP,test-label,driver-mergiraf
ctl,uwolfer_gerrit-rest-java-client__35856ab8bd,uwolfer_gerrit-rest-java-client__35856ab8bd__src_test_java_com_urswolfer_gerrit_client_rest_http_GerritRestClientTest.java,clean,,TP,test-label,driver-mergiraf
ctl,verhas_djcproxy__db3b9bf795,verhas_djcproxy__db3b9bf795__src_main_java_com_javax0_djcproxy_ProxySourceFactory.java,clean,,TP,test-label,driver-mergiraf
ctl,vojtechhabarta_typescript-generator__05aea6d7c1,vojtechhabarta_typescript-generator__05aea6d7c1__typescript-generator-core_src_main_java_cz_habarta_typescript_generator_ext_BeanPropertyPathExtension.java,clean,,TP,test-label,driver-git
ctl,wokier_teh__4291bbd98f,wokier_teh__4291bbd98f__src_test_java_teh_perf_PerfTest.java,clean,,TP,dev-match,driver-git
ctl,wvengen_proguard-maven-plugin__1cc9601e1f,wvengen_proguard-maven-plugin__1cc9601e1f__src_main_java_com_github_wvengen_maven_proguard_ProGuardMojo.java,clean,,TP,test-label,driver-git
ctl,xebia_xebium__817270a3db,xebia_xebium__817270a3db__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,clean,,TP,test-label,driver-mergiraf
ctl,yubico_ykneo-openpgp__2766bd7444,yubico_ykneo-openpgp__2766bd7444__applet_src_openpgpcard_OpenPGPApplet.java,clean,,TP,test-label,driver-git
ctl,yubico_ykneo-openpgp__2766bd7444,yubico_ykneo-openpgp__2766bd7444__test_test_openpgpcardTest_OpenPGPAppletTest.java,clean,,TP,test-label,driver-mergiraf
ctl,yubico_ykneo-openpgp__b145a6bdbc,yubico_ykneo-openpgp__b145a6bdbc__applet_src_openpgpcard_OpenPGPApplet.java,conflict,textual,FN,dev-match,driver-git
ctl,yubico_ykneo-openpgp__b145a6bdbc,yubico_ykneo-openpgp__b145a6bdbc__applet_src_openpgpcard_PGPKey.java,clean,,TP,test-label,driver-git
