config,arm,merge_id,scenario_id,outcome,reject_reason,classification,oracle,rt
bare-git,pos,mashape_unirest-java__b43fb95f4a,mashape_unirest-java__b43fb95f4a__src_test_java_com_mashape_unirest_test_http_UnirestTest.java,conflict,textual,TN,dev-match,0.002
bare-git,pos,mbosecke_pebble__617aab328f,mbosecke_pebble__617aab328f__src_main_java_com_mitchellbosecke_pebble_extension_core_CoreExtension.java,clean,,FP,test-label,0.001
bare-git,pos,mbosecke_pebble__617aab328f,mbosecke_pebble__617aab328f__src_test_java_com_mitchellbosecke_pebble_CoreTagsTest.java,clean,,FP,test-label,0.001
bare-git,pos,mercadopago_sdk-java__b7498c6f9d,mercadopago_sdk-java__b7498c6f9d__src_main_java_com_mercadopago_client_payment_PaymentRefundClient.java,clean,,FP,test-label,0.001
bare-git,pos,mikera_vectorz__d93ef1b341,mikera_vectorz__d93ef1b341__src_test_java_mikera_matrixx_TestMatrices.java,clean,,FP,test-label,0.001
bare-git,pos,mitre_http-proxy-servlet__b7a68118f2,mitre_http-proxy-servlet__b7a68118f2__src_main_java_org_mitre_dsmiley_httpproxy_ProxyServlet.java,clean,,FP,test-label,0.001
bare-git,pos,mixpanel_mixpanel-java__bcdd1ed28f,mixpanel_mixpanel-java__bcdd1ed28f__src_main_java_com_mixpanel_mixpanelapi_MixpanelAPI.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,monitorjbl_excel-streaming-reader__8698befdf4,monitorjbl_excel-streaming-reader__8698befdf4__src_main_java_com_monitorjbl_xlsx_impl_StreamingRow.java,clean,,TP,dev-match,0.001
bare-git,pos,monitorjbl_excel-streaming-reader__8698befdf4,monitorjbl_excel-streaming-reader__8698befdf4__src_test_java_com_monitorjbl_xlsx_StreamingReaderTest.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,movsim_movsim__00d5222b61,movsim_movsim__00d5222b61__src_main_java_org_movsim_simulator_roadSection_impl_RoadSectionImpl.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,movsim_movsim__6dae25caf7,movsim_movsim__6dae25caf7__core_src_main_java_org_movsim_SimulationScan.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,movsim_movsim__6dae25caf7,movsim_movsim__6dae25caf7__core_src_main_java_org_movsim_simulator_roadnetwork_RoadSegment.java,conflict,textual,TN,dev-match,0.002
bare-git,pos,msopentech_azure-activedirectory-library-for-java__d3f143872b,msopentech_azure-activedirectory-library-for-java__d3f143872b__src_test_java_com_microsoft_aad_adal4j_AuthenticationContextTest.java,clean,,FP,test-label,0.002
bare-git,pos,named-data_jndn__3d47402192,named-data_jndn__3d47402192__src_net_named_data_jndn_NetworkNack.java,clean,,FP,test-label,0.001
bare-git,pos,named-data_jndn__e0db451bf1,named-data_jndn__e0db451bf1__src_net_named_data_jndn_Face.java,clean,,FP,test-label,0.002
bare-git,pos,ninjaframework_ninja__31737c1a10,ninjaframework_ninja__31737c1a10__ninja-servlet_src_main_java_ninja_servlet_ContextImpl.java,clean,,FP,test-label,0.001
bare-git,pos,ninjaframework_ninja__31737c1a10,ninjaframework_ninja__31737c1a10__ninja-servlet_src_test_java_ninja_servlet_ContextImplTest.java,clean,,FP,test-label,0.001
bare-git,pos,ninjaframework_ninja__45bb542cb4,ninjaframework_ninja__45bb542cb4__ninja-core_src_main_java_ninja_AssetsController.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,ninjaframework_ninja__45bb542cb4,ninjaframework_ninja__45bb542cb4__ninja-demo-application_src_test_java_controllers_ApplicationControllerTest.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,ninjaframework_ninja__663883c228,ninjaframework_ninja__663883c228__ninja-core_src_main_java_ninja_utils_NinjaProperties.java,clean,,FP,test-label,0.001
bare-git,pos,ninjaframework_ninja__663883c228,ninjaframework_ninja__663883c228__ninja-core_src_main_java_ninja_utils_NinjaPropertiesImpl.java,clean,,FP,test-label,0.001
bare-git,pos,ninjaframework_ninja__94b2365be3,ninjaframework_ninja__94b2365be3__ninja-core_src_main_java_ninja_Context.java,clean,,FP,test-label,0.001
bare-git,pos,ninjaframework_ninja__94b2365be3,ninjaframework_ninja__94b2365be3__ninja-core_src_main_java_ninja_ContextImpl.java,clean,,FP,test-label,0.001
bare-git,pos,northlander_a__c3f2865b88,northlander_a__c3f2865b88__src_test_java_co_nordlander_a_BaseTest.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,nuodb_migration-tools__2e1f6973c4,nuodb_migration-tools__2e1f6973c4__src_test_java_com_nuodb_tools_migration_jdbc_metamodel_DatabaseIntrospectorTest.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,nurkiewicz_java8-workshop__f5918aa79c,nurkiewicz_java8-workshop__f5918aa79c__src_main_java_com_nurkiewicz_java8_holidays_PolishHolidays.java,clean,,FP,test-label,0.001
bare-git,pos,nysenate_openlegislation__9c7cf034c1,nysenate_openlegislation__9c7cf034c1__src_main_java_gov_nysenate_openleg_search_committee_ElasticCommitteeSearchDao.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,okleine_ncoap__99de16a6d2,okleine_ncoap__99de16a6d2__src_main_java_de_uniluebeck_itm_spitfire_nCoap_message_CoapRequest.java,clean,,FP,test-label,0.002
bare-git,pos,onebusaway_onebusaway-application-modules__915e2f3ffe,onebusaway_onebusaway-application-modules__915e2f3ffe__onebusaway-transit-data-federation_src_main_java_org_onebusaway_transit_data_federation_impl_beans_StopWithArrivalsAndDeparturesBeanServiceImpl.java,clean,,FP,test-label,0.001
bare-git,pos,onebusaway_onebusaway-application-modules__e779e9fce1,onebusaway_onebusaway-application-modules__e779e9fce1__onebusaway-transit-data_src_main_java_org_onebusaway_transit_data_model_ArrivalsAndDeparturesQueryBean.java,conflict,textual,FN,dev-match,0.001
bare-git,pos,openhft_chronicle-bytes__5bad7e86ea,openhft_chronicle-bytes__5bad7e86ea__src_main_java_net_openhft_chronicle_bytes_NativeBytes.java,clean,,FP,test-label,0.001
bare-git,pos,openhft_chronicle-bytes__a9e7269a84,openhft_chronicle-bytes__a9e7269a84__src_main_java_net_openhft_chronicle_bytes_MappedFile.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,openhft_chronicle-bytes__e3ac571d25,openhft_chronicle-bytes__e3ac571d25__src_test_java_net_openhft_chronicle_bytes_BytesTest.java,conflict,textual,TN,dev-match,0.002
bare-git,pos,openhft_chronicle-network__fb39c8ca3b,openhft_chronicle-network__fb39c8ca3b__src_main_java_net_openhft_chronicle_network_cluster_Cluster.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,openpnp_openpnp__93126880a6,openpnp_openpnp__93126880a6__src_main_java_org_openpnp_gui_MainFrame.java,clean,,FP,test-label,0.002
bare-git,pos,openpnp_openpnp__a3cca4daba,openpnp_openpnp__a3cca4daba__src_main_java_org_openpnp_machine_reference_ReferenceNozzle.java,conflict,textual,TN,dev-match,0.002
bare-git,pos,openpnp_openpnp__a3cca4daba,openpnp_openpnp__a3cca4daba__src_main_java_org_openpnp_machine_reference_ReferenceNozzleTip.java,clean,,FP,test-label,0.002
bare-git,pos,openpnp_openpnp__fb30708fe0,openpnp_openpnp__fb30708fe0__src_main_java_org_openpnp_machine_reference_driver_GcodeDriver.java,clean,,FP,test-label,0.002
bare-git,pos,prism_prism-bukkit__15140fadb2,prism_prism-bukkit__15140fadb2__src_main_java_me_botsko_prism_Prism.java,clean,,FP,test-label,0.001
bare-git,pos,prism_prism-bukkit__6dfb9ef0cf,prism_prism-bukkit__6dfb9ef0cf__src_main_java_me_botsko_prism_commands_NearCommand.java,clean,,FP,test-label,0.001
bare-git,pos,prism_prism-bukkit__74927cacad,prism_prism-bukkit__74927cacad__src_main_java_me_botsko_prism_actionlibs_ActionsQuery.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,prism_prism-bukkit__74927cacad,prism_prism-bukkit__74927cacad__src_main_java_me_botsko_prism_database_DeleteQuery.java,clean,,FP,test-label,0.001
bare-git,pos,progether_jadventure__9ce4a7106c,progether_jadventure__9ce4a7106c__src_main_java_com_jadventure_game_navigation_LocationType.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,progether_jadventure__9ce4a7106c,progether_jadventure__9ce4a7106c__src_main_java_com_jadventure_game_prompts_CommandCollection.java,clean,,FP,test-label,0.001
bare-git,pos,progether_jadventure__e28401af85,progether_jadventure__e28401af85__src_main_java_com_jadventure_game_prompts_CommandParser.java,conflict,textual,FN,dev-match,0.001
bare-git,pos,projectblueshift_blueshiftapi__004679e5bb,projectblueshift_blueshiftapi__004679e5bb__src_main_java_net_tridentsdk_chat_ChatComponent.java,clean,,FP,test-label,0.002
bare-git,pos,recruit-tech_redpen__58d3096f6c,recruit-tech_redpen__58d3096f6c__redpen-core_src_test_java_cc_redpen_parser_SentenceExtractorTest.java,clean,,FP,test-label,0.001
bare-git,pos,relayrides_pushy__6badde9538,relayrides_pushy__6badde9538__src_main_java_com_relayrides_pushy_apns_PushManager.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,sailthru_sailthru-java-client__ee1f917600,sailthru_sailthru-java-client__ee1f917600__src_main_com_sailthru_client_exceptions_ApiException.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,samskivert_jmustache__940af397c4,samskivert_jmustache__940af397c4__src_main_java_com_samskivert_mustache_Mustache.java,clean,,FP,test-label,0.002
bare-git,pos,sander2798_enderstone__3de930e0ed,sander2798_enderstone__3de930e0ed__src_org_enderstone_server_entity_EnderPlayer.java,clean,,FP,test-label,0.001
bare-git,pos,sander2798_enderstone__b515bac1b0,sander2798_enderstone__b515bac1b0__src_org_enderstone_server_packet_codec_MinecraftServerCodex.java,conflict,textual,FN,dev-match,0.001
bare-git,pos,sandergielisse_enderstone__3de930e0ed,sandergielisse_enderstone__3de930e0ed__src_org_enderstone_server_entity_EnderPlayer.java,clean,,FP,test-label,0.002
bare-git,pos,sandergielisse_enderstone__b515bac1b0,sandergielisse_enderstone__b515bac1b0__src_org_enderstone_server_packet_codec_MinecraftServerCodex.java,conflict,textual,FN,dev-match,0.001
bare-git,pos,segmentio_analytics-java__0d4a7b4e69,segmentio_analytics-java__0d4a7b4e69__analytics_src_main_java_com_segment_analytics_internal_AnalyticsClient.java,clean,,FP,test-label,0.001
bare-git,pos,segmentio_analytics-java__0d4a7b4e69,segmentio_analytics-java__0d4a7b4e69__analytics_src_test_java_com_segment_analytics_internal_AnalyticsClientTest.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,skyscreamer_nevado__cdc23cde46,skyscreamer_nevado__cdc23cde46__nevado-jms_src_main_java_org_skyscreamer_nevado_jms_connector_amazonaws_AmazonAwsSQSConnectorFactory.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,softinstigate_restheart__98dda32101,softinstigate_restheart__98dda32101__graphql_src_main_java_org_restheart_graphql_GraphQLService.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,softinstigate_restheart__b196d4fc15,softinstigate_restheart__b196d4fc15__graphql_src_main_java_org_restheart_graphql_scalars_BsonScalars.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,softinstigate_restheart__d8673744dc,softinstigate_restheart__d8673744dc__src_main_java_org_restheart_handlers_RequestContext.java,clean,,FP,test-label,0.002
bare-git,pos,softinstigate_restheart__d8673744dc,softinstigate_restheart__d8673744dc__src_main_java_org_restheart_handlers_RequestDispatcherHandler.java,conflict,textual,TN,dev-match,0.002
bare-git,pos,sps_pushover4j__88cd636fab,sps_pushover4j__88cd636fab__src_main_java_net_pushover_client_PushoverResponseFactory.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,sps_pushover4j__88cd636fab,sps_pushover4j__88cd636fab__src_test_java_net_pushover_client_PushoverResponseFactoryTest.java,clean,,FP,test-label,0.001
bare-git,pos,square_javapoet__d019b6f624,square_javapoet__d019b6f624__src_main_java_com_squareup_javawriter_JavaWriter.java,clean,,FP,test-label,0.001
bare-git,pos,square_javapoet__d019b6f624,square_javapoet__d019b6f624__src_test_java_com_squareup_javawriter_JavaWriterTest.java,clean,,FP,test-label,0.001
bare-git,pos,sstrickx_yahoofinance-api__216ad70070,sstrickx_yahoofinance-api__216ad70070__src_main_java_stockagent_RuleBasedAgent.java,clean,,FP,test-label,0.001
bare-git,pos,steveice10_mcprotocollib__5c8a435832,steveice10_mcprotocollib__5c8a435832__src_main_java_com_github_steveice10_mc_protocol_data_message_style_MessageStyle.java,clean,,FP,test-label,0.001
bare-git,pos,steveice10_packetlib__295cf3e47a,steveice10_packetlib__295cf3e47a__src_main_java_com_github_steveice10_packetlib_tcp_TcpClientSession.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,swagger-api_swagger-parser__41ccee4da3,swagger-api_swagger-parser__41ccee4da3__modules_swagger-parser-v3_src_test_java_io_swagger_v3_parser_test_OpenAPIV3ParserTest.java,conflict,textual,TN,dev-match,0.003
bare-git,pos,swagger-api_swagger-parser__59a85a29da,swagger-api_swagger-parser__59a85a29da__modules_swagger-parser-v3_src_test_java_io_swagger_v3_parser_test_OpenAPIV3ParserTest.java,conflict,textual,TN,dev-match,0.003
bare-git,pos,tabulapdf_tabula-java__767699f3aa,tabulapdf_tabula-java__767699f3aa__src_main_java_technology_tabula_detectors_RegexSearch.java,conflict,textual,TN,dev-match,0.002
bare-git,pos,tabulapdf_tabula-java__767699f3aa,tabulapdf_tabula-java__767699f3aa__src_test_java_technology_tabula_TestRegexSearch.java,clean,,FP,test-label,0.002
bare-git,pos,tcurdt_jdeb__77d052996a,tcurdt_jdeb__77d052996a__src_main_java_org_vafer_jdeb_DataBuilder.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,tcurdt_jdeb__77d052996a,tcurdt_jdeb__77d052996a__src_test_java_org_vafer_jdeb_DataBuilderTestCase.java,clean,,FP,test-label,0.001
bare-git,pos,thenewcircle_spring-hibernate-20120924__7ec9c1b4bb,thenewcircle_spring-hibernate-20120924__7ec9c1b4bb__src_main_java_com_marakana_contacts_controllers_ContactController.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,tridentsdk_tridentsdk__004679e5bb,tridentsdk_tridentsdk__004679e5bb__src_main_java_net_tridentsdk_chat_ChatComponent.java,clean,,FP,test-label,0.002
bare-git,pos,tumblr_jumblr__31bd6f8335,tumblr_jumblr__31bd6f8335__src_main_java_com_tumblr_jumblr_exceptions_JumblrException.java,clean,,FP,test-label,0.001
bare-git,pos,tumblr_jumblr__31bd6f8335,tumblr_jumblr__31bd6f8335__src_main_java_com_tumblr_jumblr_request_RequestBuilder.java,clean,,FP,test-label,0.001
bare-git,pos,urbanairship_datacube__b8bef94f4d,urbanairship_datacube__b8bef94f4d__src_main_java_com_urbanairship_datacube_DataCubeIo.java,clean,,FP,test-label,0.001
bare-git,pos,urbanairship_datacube__b8bef94f4d,urbanairship_datacube__b8bef94f4d__src_main_java_com_urbanairship_datacube_dbharnesses_HBaseDbHarness.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,urbanairship_java-library__bbe0297a10,urbanairship_java-library__bbe0297a10__src_test_java_com_urbanairship_api_customevents_model_CustomEventPayloadTest.java,clean,,FP,test-label,0.001
bare-git,pos,urbanairship_java-library__bbe0297a10,urbanairship_java-library__bbe0297a10__src_test_java_com_urbanairship_api_customevents_parse_CustomEventPayloadSerializerTest.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,uwolfer_gerrit-rest-java-client__8e688db702,uwolfer_gerrit-rest-java-client__8e688db702__src_main_java_com_urswolfer_gerrit_client_rest_http_GerritRestClient.java,conflict,textual,TN,dev-match,0.002
bare-git,pos,vkostyukov_la4j__d216aa8928,vkostyukov_la4j__d216aa8928__src_main_java_org_la4j_vector_AbstractVector.java,clean,,FP,test-label,0.001
bare-git,pos,vkostyukov_la4j__d216aa8928,vkostyukov_la4j__d216aa8928__src_test_java_org_la4j_vector_sparse_SparseVectorTest.java,clean,,FP,test-label,0.001
bare-git,pos,vojtechhabarta_typescript-generator__51835d3c16,vojtechhabarta_typescript-generator__51835d3c16__typescript-generator-spring_src_test_java_cz_habarta_typescript_generator_spring_SpringTest.java,clean,,FP,test-label,0.001
bare-git,pos,warmuuh_libsass-maven-plugin__5ca7b3f086,warmuuh_libsass-maven-plugin__5ca7b3f086__src_main_java_wrm_CompilationMojo.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,winder_universal-g-code-sender__84d687330a,winder_universal-g-code-sender__84d687330a__ugs-core_src_com_willwinder_universalgcodesender_model_GUIBackend.java,clean,,FP,test-label,0.002
bare-git,pos,winder_universal-g-code-sender__84d687330a,winder_universal-g-code-sender__84d687330a__ugs-core_src_com_willwinder_universalgcodesender_utils_ControllerSettings.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,winder_universal-g-code-sender__bc742cb4c4,winder_universal-g-code-sender__bc742cb4c4__ugs-core_src_com_willwinder_universalgcodesender_GrblController.java,clean,,FP,test-label,0.002
bare-git,pos,winder_universal-g-code-sender__c93fec43ee,winder_universal-g-code-sender__c93fec43ee__ugs-core_src_com_willwinder_universalgcodesender_gcode_util_CommandProcessorLoader.java,conflict,textual,TN,dev-match,0.001
bare-git,pos,xebia_xebium__2808ba14a8,xebia_xebium__2808ba14a8__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,clean,,FP,test-label,0.001
bare-git,pos,xebia_xebium__a82603c978,xebia_xebium__a82603c978__src_main_java_com_xebia_incubator_xebium_SeleniumDriverFixture.java,conflict,textual,TN,dev-match,0.001
bare-git,ctl,adoptopenjdk_mjprof__44b7a2b3db,adoptopenjdk_mjprof__44b7a2b3db__src_main_java_com_performizeit_mjstack_MJStack.java,clean,,TP,test-label,0.001
bare-git,ctl,aerospike_aerospike-client-java__b77316ac92,aerospike_aerospike-client-java__b77316ac92__proxy_src_com_aerospike_client_proxy_grpc_GrpcChannelExecutor.java,clean,,TP,test-label,0.001
bare-git,ctl,aerospike_aerospike-client-java__b77316ac92,aerospike_aerospike-client-java__b77316ac92__proxy_src_com_aerospike_client_proxy_grpc_GrpcStreamingCall.java,clean,,TP,test-label,0.001
bare-git,ctl,aerospike_aerospike-client-java__dfa7c50814,aerospike_aerospike-client-java__dfa7c50814__test_src_com_aerospike_test_util_Args.java,clean,,TP,test-label,0.001
bare-git,ctl,aleksandr-m_gitflow-maven-plugin__7482fdb5b6,aleksandr-m_gitflow-maven-plugin__7482fdb5b6__src_main_java_com_amashchenko_maven_plugin_gitflow_AbstractGitFlowMojo.java,clean,,TP,test-label,0.002
bare-git,ctl,alexcojocaru_elasticsearch-maven-plugin__6c23c6286d,alexcojocaru_elasticsearch-maven-plugin__6c23c6286d__src_main_java_com_github_alexcojocaru_mojo_elasticsearch_v2_StopMojo.java,clean,,TP,test-label,0.001
bare-git,ctl,alibaba_canal__10930b9e3d,alibaba_canal__10930b9e3d__parse_src_main_java_com_alibaba_otter_canal_parse_inbound_mysql_dbsync_LogEventConvert.java,clean,,TP,test-label,0.001
bare-git,ctl,alibaba_canal__10930b9e3d,alibaba_canal__10930b9e3d__parse_src_main_java_com_alibaba_otter_canal_parse_inbound_mysql_dbsync_SimpleDdlParser.java,clean,,TP,test-label,0.001
bare-git,ctl,andrewphorn_classicube-client__645941b423,andrewphorn_classicube-client__645941b423__src_main_java_com_mojang_minecraft_gui_FontRenderer.java,clean,,TP,test-label,0.001
bare-git,ctl,anjuke_hwi__93f975a6d0,anjuke_hwi__93f975a6d0__src_main_java_org_apache_hadoop_hive_hwi_servlet_RQuery.java,clean,,TP,test-label,0.001
bare-git,ctl,apache_commons-csv__2e851bc960,apache_commons-csv__2e851bc960__src_test_java_org_apache_commons_csv_CSVParserTest.java,clean,,TP,test-label,0.002
bare-git,ctl,apache_commons-ognl__c1132d8fb3,apache_commons-ognl__c1132d8fb3__src_main_java_org_apache_commons_ognl_internal_entry_PropertyDescriptorCacheEntryFactory.java,clean,,TP,test-label,0.001
