config,arm,merge_id,scenario_id,outcome,reject_reason,classification,oracle,rt,route_effective,lanes,flags
driver-auto-on,pos,apache_olingo-odata4__cf731c2cb8,apache_olingo-odata4__cf731c2cb8__lib_client-core_src_test_java_org_apache_olingo_client_core_JSONTest.java,clean,,FP,test-label,118.873,mergiraf,,
driver-auto-on,pos,apache_shiro__13806fc623,apache_shiro__13806fc623__web_src_test_java_org_apache_shiro_web_mgt_CookieRememberMeManagerTest.java,clean,,FP,test-label,86.192,mergiraf,,
driver-auto-on,pos,atam4j_atam4j__71fcecb071,atam4j_atam4j__71fcecb071__acceptance-tests_src_test_java_me_atam_atam4jsampleapp_PassingTestAcceptanceTest.java,conflict,semantic,TN,dev-match,81.596,mergiraf,ImportPruneUsage,ImportPruneUsage L38: Stale usage of pruned import: merged file uses 'PassingTest' (line 38) but the import that provided 
driver-auto-on,pos,atam4j_atam4j__71fcecb071,atam4j_atam4j__71fcecb071__acceptance-tests_src_test_java_me_atam_atam4jsampleapp_testsupport_AcceptanceTest.java,conflict,semantic,TN,dev-match,82.016,mergiraf,RM2RenameConflict,RM2RenameConflict L27: Stale caller of renamed identifier: 'getTestRunResultFromServer' (renamed to 'getCriticalTestRunResu | RM2RenameConflict L46: Stale caller of renamed identifier: 'getTestRunResultFromServer' (renamed to 'getCriticalTestRunResu | RM2RenameConflict L51: Stale caller of renamed identifier: 'getTestRunResultFromServer' (renamed to 'getCriticalTestRunResu | RM2RenameConflict L59: Stale caller of renamed identifier: 'getTestRunResultFromServer' (renamed to 'getCriticalTestRunRes
driver-auto-on,pos,azuread_azure-activedirectory-library-for-java__d3f143872b,azuread_azure-activedirectory-library-for-java__d3f143872b__src_test_java_com_microsoft_aad_adal4j_AuthenticationContextTest.java,clean,,FP,test-label,88.482,mergiraf,,
driver-auto-on,pos,bedatadriven_jackson-datatype-jts__1416f1af06,bedatadriven_jackson-datatype-jts__1416f1af06__src_main_java_com_bedatadriven_jackson_datatype_jts_GeometryDeserializer.java,conflict,textual,TN,dev-match,79.642,git,,
driver-auto-on,pos,bguerout_jongo__3aaaf0e4c7,bguerout_jongo__3aaaf0e4c7__src_main_java_org_jongo_Jongo.java,clean,,FP,test-label,81.85,mergiraf,,
driver-auto-on,pos,blockchain_api-v1-client-java__abdf54e6ab,blockchain_api-v1-client-java__abdf54e6ab__src_main_java_info_blockchain_api_HttpClient.java,clean,,FP,test-label,84.618,mergiraf,,
driver-auto-on,pos,blockchain_api-v1-client-java__e349598f95,blockchain_api-v1-client-java__e349598f95__src_main_java_info_blockchain_api_HttpClient.java,clean,,FP,test-label,81.682,mergiraf,,
driver-auto-on,pos,buddycloud_buddycloud-server-java__33ec3ec7cd,buddycloud_buddycloud-server-java__33ec3ec7cd__src_main_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_set_UnsubscribeSet.java,clean,,FP,test-label,83.301,git,,
driver-auto-on,pos,buddycloud_buddycloud-server-java__33ec3ec7cd,buddycloud_buddycloud-server-java__33ec3ec7cd__src_test_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_set_UnsubscribeSetTest.java,clean,,FP,test-label,85.001,git,,
driver-auto-on,pos,buddycloud_buddycloud-server-java__43c8b054e9,buddycloud_buddycloud-server-java__43c8b054e9__src_main_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_set_NodeDelete.java,clean,,FP,test-label,81.255,mergiraf,,
driver-auto-on,pos,buddycloud_buddycloud-server-java__43c8b054e9,buddycloud_buddycloud-server-java__43c8b054e9__src_test_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_get_SubscriptionsGetTest.java,clean,,FP,test-label,84.611,mergiraf,,
driver-auto-on,pos,buddycloud_buddycloud-server-java__48e4675ee2,buddycloud_buddycloud-server-java__48e4675ee2__src_main_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_get_RepliesGet.java,clean,,FP,test-label,81.098,mergiraf,,
driver-auto-on,pos,buddycloud_buddycloud-server-java__48e4675ee2,buddycloud_buddycloud-server-java__48e4675ee2__src_test_java_org_buddycloud_channelserver_packetprocessor_iq_namespace_pubsub_get_RepliesGetTest.java,conflict,textual,TN,dev-match,79.703,git,,
driver-auto-on,pos,buschmais_extended-objects__46ec306cf6,buschmais_extended-objects__46ec306cf6__neo4j_remote_src_main_java_com_buschmais_xo_neo4j_remote_impl_datastore_RemoteDatastoreEntityManager.java,clean,,FP,test-label,87.858,mergiraf,,
driver-auto-on,pos,camsys_onebusaway-application-modules__915e2f3ffe,camsys_onebusaway-application-modules__915e2f3ffe__onebusaway-transit-data-federation_src_main_java_org_onebusaway_transit_data_federation_impl_beans_StopWithArrivalsAndDeparturesBeanServiceImpl.java,clean,,FP,test-label,85.176,git,,
driver-auto-on,pos,camsys_onebusaway-application-modules__e779e9fce1,camsys_onebusaway-application-modules__e779e9fce1__onebusaway-transit-data_src_main_java_org_onebusaway_transit_data_model_ArrivalsAndDeparturesQueryBean.java,clean,,FP,test-label,81.588,mergiraf,,
driver-auto-on,pos,clojure_clojure__77342d2e35,clojure_clojure__77342d2e35__src_jvm_clojure_lang_Compiler.java,clean,,FP,test-label,157.996,mergiraf,,
driver-auto-on,pos,cloudfoundry_cf-java-client__80d0a0dff9,cloudfoundry_cf-java-client__80d0a0dff9__cloudfoundry-operations_src_main_java_org_cloudfoundry_operations_serviceadmin_DefaultServiceAdmin.java,clean,,FP,test-label,91.248,git,,
driver-auto-on,pos,cloudfoundry_cf-java-client__933add90ad,cloudfoundry_cf-java-client__933add90ad__cloudfoundry-operations_src_main_java_org_cloudfoundry_operations_useradmin_DefaultUserAdmin.java,clean,,FP,test-label,93.371,git,,
driver-auto-on,pos,cloudfoundry_cf-java-client__9f6b79e294,cloudfoundry_cf-java-client__9f6b79e294__cloudfoundry-operations_src_main_java_org_cloudfoundry_operations_applications_DefaultApplications.java,clean,,FP,test-label,115.483,git,,
driver-auto-on,pos,cloudfoundry_cf-java-client__a69078adc8,cloudfoundry_cf-java-client__a69078adc8__cloudfoundry-operations_src_main_java_org_cloudfoundry_operations__DefaultCloudFoundryOperations.java,clean,,FP,test-label,84.348,git,,
driver-auto-on,pos,cloudfoundry_cf-java-client__a69078adc8,cloudfoundry_cf-java-client__a69078adc8__integration-test_src_test_java_org_cloudfoundry_IntegrationTestConfiguration.java,clean,,FP,test-label,89.013,mergiraf,,
driver-auto-on,pos,cloudfoundry_cf-java-client__a9d35d542d,cloudfoundry_cf-java-client__a9d35d542d__cloudfoundry-operations_src_main_java_org_cloudfoundry_operations_routes_DefaultRoutes.java,clean,,FP,test-label,94.255,mergiraf,,
driver-auto-on,pos,cloudfoundry_cf-java-client__a9d35d542d,cloudfoundry_cf-java-client__a9d35d542d__integration-test_src_test_java_org_cloudfoundry_operations_RoutesTest.java,clean,,FP,test-label,91.058,git,,
driver-auto-on,pos,cloudfoundry_cf-java-client__b0add1ef2a,cloudfoundry_cf-java-client__b0add1ef2a__cloudfoundry-operations_src_main_java_org_cloudfoundry_operations_services_DefaultServices.java,clean,,FP,test-label,105.005,mergiraf,,
driver-auto-on,pos,cloudfoundry_cf-java-client__be097d5860,cloudfoundry_cf-java-client__be097d5860__cloudfoundry-client-reactor_src_main_java_org_cloudfoundry_reactor__DefaultConnectionContext.java,clean,,FP,test-label,84.411,mergiraf,,
driver-auto-on,pos,cloudfoundry_cf-java-client__be097d5860,cloudfoundry_cf-java-client__be097d5860__cloudfoundry-client-reactor_src_main_java_org_cloudfoundry_reactor_util_DefaultSslCertificateTruster.java,clean,,FP,test-label,85.233,mergiraf,,
driver-auto-on,pos,cloudfoundry_cf-java-client__eb3b2f5beb,cloudfoundry_cf-java-client__eb3b2f5beb__cloudfoundry-operations_src_main_java_org_cloudfoundry_operations__DefaultCloudFoundryOperations.java,clean,,FP,test-label,84.802,git,,
driver-auto-on,pos,cloudslang_score__66ba4f51e3,cloudslang_score__66ba4f51e3__score-api_src_main_java_io_cloudslang_score_lang_ExecutionRuntimeServices.java,conflict,textual,TN,dev-match,80.488,mergiraf,,
driver-auto-on,pos,comatoes_ftl-profile-editor__e87fe65818,comatoes_ftl-profile-editor__e87fe65818__src_main_java_net_blerf_ftl_parser_SavedGameParser.java,conflict,semantic,TN,dev-match,101.244,mergiraf,JoernUnresolvedReference;RM2RenameConflict,JoernUnresolvedReference L147: Unresolved identifier 'gameState' in method 'readShip': referenced in the merged file but resolvable | RM2RenameConflict L105: Stale caller of renamed identifier: 'setReservePowerCapacity' (renamed to 'setSectorNumber') still r | RM2RenameConflict L468: Stale caller of renamed identifier: 'setReservePowerCapacity' (renamed to 'setSectorNumber') still r
driver-auto-on,pos,cribbstechnologies_java-mandrill-wrapper__0cf79745f1,cribbstechnologies_java-mandrill-wrapper__0cf79745f1__src_main_java_com_cribbstechnologies_clients_mandrill_model_MandrillMessage.java,conflict,textual,TN,dev-match,76.755,git,,
driver-auto-on,pos,cribbstechnologies_java-mandrill-wrapper__0cf79745f1,cribbstechnologies_java-mandrill-wrapper__0cf79745f1__src_test_java_com_cribbstechnologies_clients_mandrill_request_MandrillRESTRequestTest.java,conflict,textual,TN,dev-match,85.148,git,,
driver-auto-on,pos,cternes_openkeepass__bb53512ab2,cternes_openkeepass__bb53512ab2__src_main_java_de_slackspace_openkeepass_KeePassDatabase.java,clean,,FP,test-label,84.791,git,,
driver-auto-on,pos,cternes_openkeepass__bb53512ab2,cternes_openkeepass__bb53512ab2__src_test_java_de_slackspace_openkeepass_reader_KeepassDatabaseReaderTest.java,conflict,textual,TN,dev-match,79.308,git,,
driver-auto-on,pos,dabsquared_gitlab-plugin__d555b8773d,dabsquared_gitlab-plugin__d555b8773d__src_main_java_com_dabsquared_gitlabjenkins_connection_GitLabConnectionConfig.java,conflict,semantic,TN,dev-match,84.35,mergiraf,JoernUnresolvedReference,JoernUnresolvedReference L164: Stale reference to a removed/renamed declaration: type 'GitLabCredentialMatcher' is referenced at th
driver-auto-on,pos,datastax_java-driver__0dd96ea21f,datastax_java-driver__0dd96ea21f__driver-core_src_main_java_com_datastax_driver_core_TableMetadata.java,conflict,textual,TN,dev-match,85.814,mergiraf,,
driver-auto-on,pos,datastax_java-driver__1f25c7e3a0,datastax_java-driver__1f25c7e3a0__driver-core_src_main_java_com_datastax_driver_core_Cluster.java,clean,,FP,test-label,99.217,git,,
driver-auto-on,pos,datastax_java-driver__1f25c7e3a0,datastax_java-driver__1f25c7e3a0__driver-core_src_main_java_com_datastax_driver_core_TypeCodec.java,conflict,textual,TN,dev-match,88.716,mergiraf,,
driver-auto-on,pos,datastax_java-driver__3eb34e6785,datastax_java-driver__3eb34e6785__driver-core_src_main_java_com_datastax_driver_core_TableMetadata.java,conflict,textual,TN,dev-match,84.067,mergiraf,,
driver-auto-on,pos,datastax_java-driver__725b790a79,datastax_java-driver__725b790a79__driver-core_src_main_java_com_datastax_driver_core_Cluster.java,conflict,semantic,TN,dev-match,88.477,mergiraf,RM2RenameConflict,RM2RenameConflict L1055: Stale caller of renamed identifier: 'shutdown' (renamed to 'close') still referenced at this line. | RM2RenameConflict L1059: Stale caller of renamed identifier: 'shutdown' (renamed to 'close') still referenced at this line. | RM2RenameConflict L1594: Stale caller of renamed identifier: 'shutdown' (renamed to 'close') still referenced at this line.
driver-auto-on,pos,datastax_java-driver__7ff4958746,datastax_java-driver__7ff4958746__driver-core_src_main_java_com_datastax_driver_core_Cluster.java,clean,,FP,test-label,100.287,mergiraf,,
driver-auto-on,pos,datastax_java-driver__7ff4958746,datastax_java-driver__7ff4958746__driver-core_src_main_java_com_datastax_driver_core_ControlConnection.java,clean,,FP,test-label,93.477,mergiraf,,
driver-auto-on,pos,datastax_java-driver__e1535e89ad,datastax_java-driver__e1535e89ad__driver-core_src_main_java_com_datastax_driver_core_HostConnectionPool.java,conflict,semantic,TN,dev-match,87.168,mergiraf,JoernUnresolvedReference,JoernUnresolvedReference L134: Stale reference to a removed/renamed declaration: variable/field 'isShutdown' is referenced at this 
driver-auto-on,pos,deemopen_zkui__2843e7c28f,deemopen_zkui__2843e7c28f__src_main_java_com_deem_zkui_controller_Import.java,clean,,FP,test-label,84.665,git,,
driver-auto-on,pos,deemopen_zkui__2843e7c28f,deemopen_zkui__2843e7c28f__src_main_java_com_deem_zkui_vo_LeafBean.java,conflict,textual,TN,dev-match,76.639,git,,
driver-auto-on,pos,digidotcom_xbeejavalibrary__6279f85f74,digidotcom_xbeejavalibrary__6279f85f74__src_com_digi_xbee_api_XBeeDevice.java,conflict,textual,TN,dev-match,84.706,mergiraf,,
driver-auto-on,pos,dius_java-faker__4c61966b1c,dius_java-faker__4c61966b1c__src_main_java_com_github_javafaker_Faker.java,clean,,FP,test-label,87.081,git,,
driver-auto-on,pos,dtrules_dtrules__505c5cbf82,dtrules_dtrules__505c5cbf82__compilerutil_src_main_java_com_dtrules_trace_Trace.java,conflict,semantic,TN,dev-match,81.798,mergiraf,ImportPruneUsage,ImportPruneUsage L102: Stale usage of pruned import: merged file uses 'RulesDirectory' (line 102) but the import that provi
driver-auto-on,pos,elisarver_selophane__4ecc600017,elisarver_selophane__4ecc600017__src_test_java_org_selophane_elements_FormTest.java,clean,,FP,test-label,83.079,git,,
driver-auto-on,pos,elisarver_selophane__4ecc600017,elisarver_selophane__4ecc600017__src_test_java_org_selophane_elements_helpers_FormTestObject.java,clean,,FP,test-label,79.887,git,,
driver-auto-on,pos,erudika_para__a9e67cc8b3,erudika_para__a9e67cc8b3__para-server_src_main_java_com_erudika_para_aop_IndexAndCacheAspect.java,conflict,semantic,TN,dev-match,90.959,mergiraf,JoernUnresolvedReference;RM2RenameConflict,JoernUnresolvedReference L109: Unresolved identifier 'm' in method 'invoke': referenced in the merged file but resolvable in neithe | RM2RenameConflict L109: Stale reference to renamed variable/field: 'm' (renamed to 'method') still referenced at this line b
driver-auto-on,pos,fasterxml_jackson-core__2572819ed9,fasterxml_jackson-core__2572819ed9__src_test_java_com_fasterxml_jackson_core_sym_TestSymbolTables.java,clean,,FP,test-label,83.091,git,,
driver-auto-on,pos,fasterxml_jackson-datatype-joda__4e6c266339,fasterxml_jackson-datatype-joda__4e6c266339__src_test_java_com_fasterxml_jackson_datatype_joda_JodaSerializationTest.java,clean,,FP,test-label,83.99,git,,
driver-auto-on,pos,feroult_yawp__141f79a8e9,feroult_yawp__141f79a8e9__src_main_java_endpoint_repository_IdRef.java,conflict,semantic,TN,dev-match,82.858,git,ImportPruneUsage,ImportPruneUsage L61: Stale usage of pruned import: merged file uses 'ArrayList' (line 61) but the import that provided it | ImportPruneUsage L60: Stale usage of pruned import: merged file uses 'List' (line 60) but the import that provided it was 
driver-auto-on,pos,feroult_yawp__1723236a65,feroult_yawp__1723236a65__src_main_java_endpoint_actions_RepositoryActions.java,conflict,semantic,TN,dev-match,83.82,mergiraf,ImportPruneUsage,ImportPruneUsage L86: Stale usage of pruned import: merged file uses 'HttpException' (line 86) but the import that provide
driver-auto-on,pos,frankbille_scoreboard__890ecd0bdb,frankbille_scoreboard__890ecd0bdb__src_main_java_dk_frankbille_scoreboard_domain_Player.java,clean,,FP,test-label,80.23,mergiraf,,
driver-auto-on,pos,garbagemule_mobarena__b34dc0d5ac,garbagemule_mobarena__b34dc0d5ac__src_main_java_com_garbagemule_MobArena_MASpawnThread.java,clean,,FP,test-label,87.792,git,,
driver-auto-on,pos,google_compile-testing__608e1cb92a,google_compile-testing__608e1cb92a__src_test_java_com_google_testing_compile_JavaSourcesSubjectFactoryTest.java,conflict,textual,FN,dev-match,78.008,git,,
driver-auto-on,pos,google_truth__2e4a23bebb,google_truth__2e4a23bebb__core_src_main_java_org_truth0_subjects_StringSubject.java,clean,,FP,test-label,82.33,git,,
driver-auto-on,pos,google_truth__2e4a23bebb,google_truth__2e4a23bebb__core_src_test_java_org_truth0_subjects_StringTest.java,conflict,semantic,TN,dev-match,81.935,git,ImportPruneUsage,ImportPruneUsage L64: Stale usage of pruned import: merged file uses 'fail' (line 64) but the import that provided it was 
driver-auto-on,pos,google_truth__9289ed34ae,google_truth__9289ed34ae__src_main_java_org_junit_contrib_truth_subjects_IterableSubject.java,conflict,textual,TN,dev-match,77.839,git,,
driver-auto-on,pos,google_truth__9289ed34ae,google_truth__9289ed34ae__src_test_java_org_junit_contrib_truth_IterableTest.java,clean,,FP,test-label,81.833,mergiraf,,
driver-auto-on,pos,greese_dasein-cloud-core__6c37152e5f,greese_dasein-cloud-core__6c37152e5f__src_main_java_org_dasein_cloud_network_LoadBalancerHealthCheck.java,conflict,textual,FN,dev-match,77.605,git,,
driver-auto-on,pos,guhilling_cdi-test__f3f8094c67,guhilling_cdi-test__f3f8094c67__cdi-test-jpa_src_test_java_de_hilling_junit_cdi_jee_EntityManagerLifecycleTest.java,clean,,FP,test-label,80.422,mergiraf,,
driver-auto-on,pos,gwtbootstrap3_gwtbootstrap3__5c0d1eab79,gwtbootstrap3_gwtbootstrap3__5c0d1eab79__gwtbootstrap3_src_main_java_org_gwtbootstrap3_client_ui_base_form_AbstractForm.java,conflict,semantic,TN,dev-match,84.591,mergiraf,JoernUnresolvedReference,"JoernUnresolvedReference L379: Stale reference to a removed/renamed declaration: type 'SubmitEvent' is referenced at this line, but"
driver-auto-on,pos,haraldwalker_user-agent-utils__eaaaa1488b,haraldwalker_user-agent-utils__eaaaa1488b__src_main_java_eu_bitwalker_useragentutils_Browser.java,clean,,FP,test-label,86.346,git,,
driver-auto-on,pos,haraldwalker_user-agent-utils__eaaaa1488b,haraldwalker_user-agent-utils__eaaaa1488b__src_main_java_eu_bitwalker_useragentutils_OperatingSystem.java,clean,,FP,test-label,83.881,git,,
driver-auto-on,pos,ignorance77_transformiceapi__9a65b8374f,ignorance77_transformiceapi__9a65b8374f__src_main_java_ee_ignorance_transformiceapi_processors_MouseDeathProcessor.java,clean,,FP,test-label,79.387,git,,
driver-auto-on,pos,imixs_imixs-workflow__23b86de5b4,imixs_imixs-workflow__23b86de5b4__imixs-workflow-index-lucene_src_main_java_org_imixs_workflow_engine_lucene_LuceneIndexService.java,clean,,FP,test-label,90.346,mergiraf,,
driver-auto-on,pos,imixs_imixs-workflow__23b86de5b4,imixs_imixs-workflow__23b86de5b4__imixs-workflow-index-lucene_src_main_java_org_imixs_workflow_engine_lucene_LuceneUpdateService.java,clean,,FP,test-label,80.293,mergiraf,,
driver-auto-on,pos,iryndin_jdbf__9853124d73,iryndin_jdbf__9853124d73__src_main_java_net_iryndin_jdbf_util_DbfMetadataUtils.java,clean,,FP,test-label,85.147,mergiraf,,
driver-auto-on,pos,j256_ormlite-core__2c159335d4,j256_ormlite-core__2c159335d4__src_main_java_com_j256_ormlite_stmt_mapped_MappedCreate.java,clean,,FP,test-label,87.019,mergiraf,,
driver-auto-on,pos,j256_ormlite-core__606986f118,j256_ormlite-core__606986f118__src_main_java_com_j256_ormlite_field_FieldType.java,clean,,FP,test-label,110.744,mergiraf,,
driver-auto-on,pos,jacquesberger_jsonparsingexample__ac521954c2,jacquesberger_jsonparsingexample__ac521954c2__src_main_java_org_jberger_jsonparsingexample_json_JSON.java,conflict,semantic,TN,dev-match,82.303,mergiraf,JoernUnresolvedReference,JoernUnresolvedReference L34: Unresolved identifier 'bookTitleList' in method 'saveToFiles': referenced in the merged file but res | JoernUnresolvedReference L43: Unresolved identifier 'outputList' in method 'initializeBookList': referenced in the merged file but
driver-auto-on,pos,jadler-mocking_jadler__294a06c3fc,jadler-mocking_jadler__294a06c3fc__jadler-core_src_main_java_net_jadler_JadlerMocker.java,clean,,FP,test-label,88.219,mergiraf,,
driver-auto-on,pos,javamoney_jsr354-api__6d2356a153,javamoney_jsr354-api__6d2356a153__money-api_provider_src_test_java_javax_money_provider_MonetaryTest.java,conflict,semantic,TN,dev-match,82.877,mergiraf,ImportPruneUsage,ImportPruneUsage L62: Stale usage of pruned import: merged file uses 'Ignore' (line 62) but the import that provided it wa
driver-auto-on,pos,javaparser_javaparser__41a398414f,javaparser_javaparser__41a398414f__javaparser-symbol-solver-core_src_main_java_com_github_javaparser_symbolsolver_javaparsermodel_JavaParserFacade.java,clean,,FP,test-label,92.922,mergiraf,,
driver-auto-on,pos,javaparser_javaparser__41a398414f,javaparser_javaparser__41a398414f__javaparser-symbol-solver-core_src_main_java_com_github_javaparser_symbolsolver_javaparsermodel_TypeExtractor.java,clean,,FP,test-label,91.263,git,,
driver-auto-on,pos,javaparser_javaparser__91ebf36c06,javaparser_javaparser__91ebf36c06__javaparser-symbol-solver-core_src_main_java_com_github_javaparser_symbolsolver_javassistmodel_JavassistClassDeclaration.java,clean,,FP,test-label,88.145,mergiraf,,
driver-auto-on,pos,javaparser_javaparser__91ebf36c06,javaparser_javaparser__91ebf36c06__javaparser-symbol-solver-testing_src_test_java_com_github_javaparser_symbolsolver_resolution_AnalyseJavaSymbolSolver060Test.java,clean,,FP,test-label,87.083,mergiraf,,
driver-auto-on,pos,javaparser_javaparser__a23c6aa3b8,javaparser_javaparser__a23c6aa3b8__javaparser-testing_src_test_java_com_github_javaparser_bdd_steps_DumpingSteps.java,clean,,FP,test-label,81.086,mergiraf,,
driver-auto-on,pos,javaparser_javaparser__dc6254f1bf,javaparser_javaparser__dc6254f1bf__javaparser-symbol-solver-core_src_main_java_com_github_javaparser_symbolsolver_javaparsermodel_declarations_JavaParserSymbolDeclaration.java,conflict,semantic,TN,dev-match,82.889,mergiraf,JoernUnresolvedReference,JoernUnresolvedReference L90: Stale reference to a removed/renamed declaration: method 'getWrappedNode' is referenced at this line
driver-auto-on,pos,javaparser_javaparser__ff91564b7f,javaparser_javaparser__ff91564b7f__javaparser-core-testing_src_test_java_com_github_javaparser_modules_ModuleDeclarationTest.java,clean,,FP,test-label,85.333,mergiraf,,
driver-auto-on,pos,jboss-msc_jboss-msc__1d9b8d45ff,jboss-msc_jboss-msc__1d9b8d45ff__src_main_java_org_jboss_msc_service_BatchInjectionBuilderImpl.java,conflict,textual,FN,dev-match,81.014,git,,
driver-auto-on,pos,jboss-msc_jboss-msc__a4e21a3b10,jboss-msc_jboss-msc__a4e21a3b10__src_main_java_org_jboss_msc_service_ServiceContainerImpl.java,clean,,FP,test-label,87.368,git,,
driver-auto-on,pos,jboss-remoting_jboss-remoting__66a0631d13,jboss-remoting_jboss-remoting__66a0631d13__src_main_java_org_jboss_remoting3_RemotingXmlParser.java,clean,,FP,test-label,86.121,git,,
driver-auto-on,pos,jcabi_jcabi-github__27cc460e3c,jcabi_jcabi-github__27cc460e3c__src_main_java_com_jcabi_github_Gist.java,clean,,FP,test-label,82.546,mergiraf,,
driver-auto-on,pos,jcabi_jcabi-github__27cc460e3c,jcabi_jcabi-github__27cc460e3c__src_test_java_com_jcabi_github_RtGistITCase.java,conflict,semantic,TN,dev-match,81.593,mergiraf,RM2RenameConflict,RM2RenameConflict L82: Stale caller of renamed identifier: 'gist' (renamed to 'github') still referenced at this line.
driver-auto-on,pos,jcabi_jcabi-github__b13d2596ba,jcabi_jcabi-github__b13d2596ba__src_test_java_com_jcabi_github_RtIssueITCase.java,conflict,textual,TN,dev-match,78.402,git,,
driver-auto-on,pos,jcabi_jcabi-github__b13d2596ba,jcabi_jcabi-github__b13d2596ba__src_test_java_com_jcabi_github_RtMilestonesITCase.java,conflict,semantic,TN,dev-match,82.552,mergiraf,JoernUnresolvedReference,"JoernUnresolvedReference L95: Stale reference to a removed/renamed declaration: method 'milestones' is referenced at this line, bu | JoernUnresolvedReference L115: Stale reference to a removed/renamed declaration: method 'milestones' is referenced at this line, bu"
driver-auto-on,pos,jcabi_jcabi-github__e18a8ffd16,jcabi_jcabi-github__e18a8ffd16__src_test_java_com_jcabi_github_RtHooksITCase.java,conflict,semantic,TN,dev-match,81.524,mergiraf,RM2RenameConflict,RM2RenameConflict L60: Stale caller of renamed identifier: 'repo' (renamed to 'repos') still referenced at this line. | RM2RenameConflict L99: Stale caller of renamed identifier: 'repo' (renamed to 'repos') still referenced at this line. | RM2RenameConflict L122: Stale caller of renamed identifier: 'repo' (renamed to 'repos') still referenced at this line. | RM2RenameConflict L154: Stale caller of renamed identifier: 'repo' (renamed to 'repos') still referenced at this line.
driver-auto-on,pos,jcabi_jcabi-http__0c63dd0c75,jcabi_jcabi-http__0c63dd0c75__src_main_java_com_jcabi_http_mock_MkQueryMatchers.java,clean,,TP,dev-match,79.864,git,,
driver-auto-on,pos,jdupl_lancoder__407742ea19,jdupl_lancoder__407742ea19__src_main_java_org_lancoder_Main.java,clean,,FP,test-label,84.748,git,,
driver-auto-on,pos,jdupl_lancoder__407742ea19,jdupl_lancoder__407742ea19__src_main_java_org_lancoder_master_api_web_ApiServer.java,conflict,textual,FN,dev-match,77.755,git,,
driver-auto-on,pos,jenkinsci_coverity-plugin__2fb8690816,jenkinsci_coverity-plugin__2fb8690816__src_main_java_jenkins_plugins_coverity_CoverityTool_CoverityToolHandler.java,clean,,FP,test-label,88.186,git,,
driver-auto-on,pos,jenkinsci_coverity-plugin__62bdb6232e,jenkinsci_coverity-plugin__62bdb6232e__src_main_java_jenkins_plugins_coverity_ws_DefectReader.java,clean,,FP,test-label,84.605,mergiraf,,
driver-auto-on,pos,jenkinsci_coverity-plugin__62bdb6232e,jenkinsci_coverity-plugin__62bdb6232e__src_test_java_jenkins_plugins_coverity_ws_DefectReaderTest.java,clean,,FP,test-label,84.337,git,,
driver-auto-on,pos,jenkinsci_credentials-plugin__b9cb5f9d1b,jenkinsci_credentials-plugin__b9cb5f9d1b__src_test_java_com_cloudbees_plugins_credentials_casc_CredentialsCategoryTest.java,conflict,semantic,TN,dev-match,82.854,mergiraf,ImportPruneUsage,ImportPruneUsage L98: Stale usage of pruned import: merged file uses 'ConfigurationAsCode' (line 98) but the import that p | ImportPruneUsage L97: Stale usage of pruned import: merged file uses 'ByteArrayOutputStream' (line 97) but the import that
driver-auto-on,pos,jenkinsci_docker-build-publish-plugin__59faa9673c,jenkinsci_docker-build-publish-plugin__59faa9673c__src_main_java_com_cloudbees_dockerpublish_DockerBuilder.java,clean,,FP,test-label,91.582,mergiraf,,
driver-auto-on,pos,jenkinsci_email-ext-plugin__4def0e56a8,jenkinsci_email-ext-plugin__4def0e56a8__src_test_java_hudson_plugins_emailext_recipients_EmailRecipientUtilsTest.java,clean,,FP,test-label,85.627,git,,
driver-auto-on,pos,jenkinsci_jira-plugin__0eec353cb5,jenkinsci_jira-plugin__0eec353cb5__src_main_java_hudson_plugins_jira_JiraSite.java,clean,,FP,test-label,90.324,git,,
driver-auto-on,pos,jenkinsci_jira-plugin__6ad78581c9,jenkinsci_jira-plugin__6ad78581c9__src_main_java_hudson_plugins_jira_JiraChangeLogAnnotator.java,clean,,FP,test-label,84.578,git,,
driver-auto-on,pos,jenkinsci_jira-plugin__6ad78581c9,jenkinsci_jira-plugin__6ad78581c9__src_main_java_hudson_plugins_jira_JiraSite.java,clean,,FP,test-label,89.883,mergiraf,,
driver-auto-on,pos,jenkinsci_ldap-plugin__3eee59e25a,jenkinsci_ldap-plugin__3eee59e25a__src_main_java_hudson_security_LDAPSecurityRealm.java,clean,,FP,test-label,103.604,mergiraf,,
driver-auto-on,pos,jenkinsci_ui-samples-plugin__81bf937a3d,jenkinsci_ui-samples-plugin__81bf937a3d__src_main_java_io_jenkins_plugins_designlibrary_Root.java,conflict,textual,TN,dev-match,77.865,git,,
driver-auto-on,pos,jline_jline2__348cb9dada,jline_jline2__348cb9dada__src_main_java_jline_console_ConsoleReader.java,clean,,FP,test-label,115.828,mergiraf,,
driver-auto-on,pos,jline_jline2__348cb9dada,jline_jline2__348cb9dada__src_test_java_jline_console_ConsoleReaderTestSupport.java,clean,,FP,test-label,85.12,git,,
